name,dapp_sector,dapp_category,sub_category,is_active,is_multi_chain,governance_type,ownership_status,level_of_decentralisation,research_comments,tags,token_symbol,token_type,website,launch_date,chains,raised_capital,tvl,tvl_ratio,market_cap,circulating_supply,total_supply,price,users,volume,transactions,total_liquidity_usd,percent_change_1h,percent_change_24h,percent_change_7d,percent_change_30d,percent_change_60d,percent_change_90d
Chess Universe,games,NFT Gaming,Play 2 Earn,TRUE,FALSE,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,Blockchain-based chess/game ecosystem; no formal governance framework or DAO surfaced; ownership and operational control remain with the core team.,"Games, Play to Earn",,,https://chess-universe.io/,,immutablezkevm,0,0,0,0,0,0,0,329310,0,453985,0,0,0,0,0,0,
QuickSwap,exchanges,DEX,"AMM DEX, Perpetuals, Derivatives, Farming",TRUE,TRUE,SNAPSHOT_OFFCHAIN,MIXED,SEMI_DECENTRALIZED,"Snapshot-based token voting; execution via team/multisig; protocol on Polygon with upgrade controls → semi (community votes, team executes)","Layer 2, Farming, Exchanges, Staking, DeFi, ethereum-ecosystem, polygon-ecosystem, dwf-labs-portfolio, base-ecosystem, manta-pacific-ecosystem, binance-ecosystem, binance-listing, xlayer-ecosystem, x-layer-ecosystem, Decentralized Exchange (DEX), Exchange-based Tokens, Decentralized Finance (DeFi), Derivatives, Perpetuals, Polygon Ecosystem, Ethereum Ecosystem, Base Ecosystem, DWF Labs Portfolio, Manta Network Ecosystem, Dogechain Ecosystem, Polygon zkEVM Ecosystem",QUICK,UTILITY,https://quickswap.exchange/,,"base,immutablezkevm,polygon,soneium",0,531601253,,9719667.509,712352362.2,941255321.4,0.01383434742,316853,1614665723,3437616,3.81576987,-2.95828278,-9.03138023,-26.85029219,-29.52169125,-42.27113046,531671235
Galxe,social,Social Network,Social,TRUE,TRUE,SNAPSHOT_OFFCHAIN,FOUNDATION_OWNED,SEMI_DECENTRALIZED,G DAO votes on Snapshot; Galxe Foundation steers execution and treasury → semi,"Content Creation, NFT, ethereum-ecosystem, binance-launchpool, mvb, spartan-group, bnb-chain-ecosystem, dwf-labs-portfolio, binance-ecosystem",GAL,UTILITY,https://galxe.com/,,"abstract,arbitrum,avalanche,base,blast,bnb-chain,boba-eth,cronos,ethereum,fantom,gravity,injective,linea,mantle,opbnb,optimism,polygon,solana,soneium,ton,viction,zetachain,zksync-era",0,,,0,3553902.171,75804570.98,0.2984399743,301130,140472.35,474617,0.00292441,-10.39750674,-11.4926748,-25.45498487,-56.42022693,-58.77387499,
UXUY,defi,Yield Aggregator,"Yield Optimizer, Staking",TRUE,TRUE,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,"Self-custodial wallet and trading app focused on UX abstraction; no DAO, Snapshot, or on-chain governance documented; roadmap and feature control remain with the core company team.","Staking, Yield, DeFi",UXUY,UTILITY,https://uxuy.com/,,"arbitrum,base,bnb-chain,ethereum,core,optimism,fantom,tron,zksync-era,opbnb,polygon",0,0,0,0,0,0,0,297081,787.83,2834188,0,0,0,0,0,0,
OpenPad AI,other,Social Network,"AI Launchpad, Social, Staking",TRUE,TRUE,TEAM_CONTROLLED,COMPANY_OWNED,SEMI_DECENTRALIZED,Early-stage platform; team controls roadmap and infra; DAO language but no binding on-chain process shown,"Pools, NFT, Social, Staking, DeFi, bnb-chain-ecosystem",,,https://openpad.io/homepage,,"arbitrum,bnb-chain,boba-eth,opbnb,zksync-era",0,,,0,0,1000000000,0.001085170109,293016,0,968813,1.23701367,-12.26468053,-21.96344503,-27.81451864,-79.16669818,-98.48669988,
MetaMask Swap,defi,DEX,DeFi,TRUE,TRUE,TEAM_CONTROLLED,COMPANY_OWNED,SEMI_DECENTRALIZED,"DEX aggregation feature embedded in MetaMask; smart contracts are non-custodial, but routing logic, fees, and upgrades are controlled by Consensys without community governance.",,,,https://metamask.io/,,"bnb-chain,polygon,ethereum,avalanche",0,0,0,0,0,0,0,291390,238396662.1,707760,0,0,0,0,0,0,
Pendle,defi,Derivatives,"Lending, Derivatives, Yield Optimizer, Farming",TRUE,TRUE,ONCHAIN_TOKEN_GOVERNANCE,MIXED,DECENTRALIZED,ePENDLE on-chain governance with timelock; core immutable components; broad tokenholder control → decentralized,"defi, ethereum-ecosystem, olympus-pro-ecosystem, arbitrum-ecosystem, spartan-group, bitcoin-ecosystem, real-world-assets-protocols, restaking, eigenlayer-ecosystem, cmc-crypto-yearbook-2024-2025, btcfi, binance-ecosystem, binance-listing, Decentralized Exchange (DEX), Decentralized Finance (DeFi), Yield Farming, Automated Market Maker (AMM), BNB Chain Ecosystem, Derivatives, Lending/Borrowing Protocols, Arbitrum Ecosystem, Ethereum Ecosystem, Optimism Ecosystem, Fixed Interest, LSDFi, Base Ecosystem, LRTfi, Liquid Restaking Governance Tokens, Berachain Ecosystem, Yield Tokenization Protocol, YZi Labs (Prev. Binance Labs) Portfolio, GMCI DeFi Index, Sonic Ecosystem, Liquid Staking, GMCI Index, BTCfi Protocol, HyperEVM Ecosystem, Exchange-based Tokens",PENDLE,GOVERNANCE,https://www.pendle.finance/,,"arbitrum,base,bnb-chain,ethereum,mantle,optimism",25.9,13083616015,0.0605654,378129571.2,169242211.4,281527448.5,4.68213275,270925,6850801607,2724884,1.83322444,-7.86187332,-7.81321572,-20.60681882,10.4996737,30.63473344,4427497628
PLAYZAP GAMES,games,NFT Gaming,Play 2 Earn,TRUE,TRUE,TEAM_CONTROLLED,COMPANY_OWNED,SEMI_DECENTRALIZED,Utility token for games; no binding DAO; smart contracts handle rewards but ops centralized → semi,"NFT, DeFi, Games, Play to Earn",PZP,REWARD,https://www.playzap.games/,,"core,bnb-chain,solana",0,0,0,0,0,0,0,228235,583.7,462387,0,0,0,0,0,0,
Majyo Treasure,games,NFT Gaming,Play 2 Earn,TRUE,FALSE,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,Studio-run Web3 idle/RPG project; no credible DAO process disclosed,"Games, Play to Earn",,,https://www.mokoko.vip/majyo-treasure,,sei,0,0,0,0,0,0,0,217213,12.38,423441,0,0,0,0,0,0,
Polymarket,gambling,Casino,"Casino, Prediction Market, Analytics, DAO Tooling",TRUE,FALSE,TEAM_CONTROLLED,COMPANY_OWNED,SEMI_DECENTRALIZED,Company-operated prediction market; no token/DAO; relies on external UMA governance for oracle,"Prediction Markets, research, analytics, Gambling (GambleFi), Coinbase Ventures Portfolio, DragonFly Capital Portfolio, Blockchain Capital Portfolio",,,https://polymarket.com/,,polygon,2723,0,,0,0,0,0,215114,858849099.9,2624714,,0,0,0,,,272665152
Hurley Super Surfer™,games,NFT Gaming,Play 2 Earn,TRUE,FALSE,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,"Casual Web3/mobile game; no evidence of DAO, governance token, or community-controlled execution; typical studio-operated game model.","NFT, Games, Play to Earn",,,https://hurley.jump.trade/,,skale-nebula,0,0,0,0,0,0,0,213665,0,270562,0,0,0,0,0,0,
Axie Infinity,games,DEX,"Play 2 Earn, Metaverse, AMM DEX, DAO Tooling",TRUE,TRUE,SNAPSHOT_OFFCHAIN,MIXED,SEMI_DECENTRALIZED,"AXS governance + new Foundation; community votes influence treasury, but Sky Mavis/foundation execute","NFT, Games, Play to Earn, Marketplaces, collectibles-nfts, gaming, ethereum-ecosystem, binance-launchpad, solana-ecosystem, metaverse, defiance-capital-portfolio, play-to-earn, animoca-brands-portfolio, harmony-ecosystem, alleged-sec-securities, ronin-ecosystem, binance-ecosystem, binance-listing, trading-card-game, Gaming (GameFi), BNB Chain Ecosystem, Axie Infinity Ecosystem, Harmony Ecosystem, Ethereum Ecosystem, Animoca Brands Portfolio, Alleged SEC Securities, Binance Launchpad, Ronin Ecosystem, Card Games, Breeding, Paradigm Portfolio, Gaming Governance Token, Gaming Utility Token, Andreessen Horowitz (a16z) Portfolio, Energi Ecosystem, YZi Labs (Prev. Binance Labs) Portfolio, Consensys Portfolio, Coinbase 50 Index",AXS,REWARD,https://axieinfinity.com/,,"ethereum,ronin",0,0,,187353109.9,167188355.6,270000000,1.155777712,189172,12228998.8,4265837,2.9373549,5.03488454,-5.434488,-27.59393463,-43.37237962,-49.58135338,
Sol Incinerator,other,Infrastructure,Infrastructure,TRUE,FALSE,NONE,UNKNOWN,SEMI_DECENTRALIZED,"Utility for burning SPL tokens on Solana; operates as a simple smart-contract tool with no governance, token, or upgrade authority clearly documented; usage is permissionless but ownership/control is unclear.",NFT,,,https://sol-incinerator.com/#/,,solana,0,0,0,0,0,0,0,185563,0,1531699,0,0,0,0,0,0,
Focus Tree,games,NFT Gaming,"Play 2 Earn, Social",TRUE,FALSE,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,"Productivity and habit-tracking Web3 app; no DAO, governance token, or decentralized execution layer identified; operated as a standard product.","NFT, Social, Play to Earn",,,https://focustree.app,,starknet,0,0,0,0,0,0,0,174368,0,1094044,0,0,0,0,0,0,
Stargate,defi,Bridge/Router,"Farming, Staking, Bridge, Analytics",TRUE,TRUE,TEAM_CONTROLLED,FOUNDATION_OWNED,CENTRALIZED,Stargate DAO approved acquisition; DAO dissolved; now operated by LayerZero Foundation,"Farming, Staking, DeFi, research, analytics, Solana Ecosystem, Meme, Pump.fun Ecosystem, platform, smart-contracts, dapp, ethereum-ecosystem, layer-2, base-ecosystem",,,https://stargate.finance/,,"arbitrum,aurora,avalanche,base,bnb-chain,ethereum,fantom,gravity,kaia,linea,mantle,optimism,polygon,sei,unichain",0,0,,42948,999219740.3,999219740.3,0.00004298,169943,637089166.9,434885,,-1.94822,-13.79247,-40.74953,,,91681949
Luck.io,gambling,NFT Gaming,"Casino, Play 2 Earn",TRUE,FALSE,TEAM_CONTROLLED,COMPANY_OWNED,SEMI_DECENTRALIZED,“Non-custodial” Solana casino; contracts handle funds but platform rules and ops by company,"Casino, Games",,,https://luck.io/,,solana,0,0,0,0,0,0,0,169487,1044144.15,1763282,0,0,0,0,0,0,
ChainOpera AI,other,Infrastructure,AI DeFi,TRUE,FALSE,SNAPSHOT_OFFCHAIN,COMPANY_OWNED,SEMI_DECENTRALIZED,Whitepaper describes DAO voting via staked tokens; execution still team-led at present,"AI, DeFi, ai-big-data, bnb-chain-ecosystem, binance-alpha, binance-alpha-airdrops, binance-ecosystem, binance-listing, ai-applications, Artificial Intelligence (AI), BNB Chain Ecosystem, AI Applications, Binance Alpha Spotlight, AI Framework",,,https://chainopera.ai/,,bnb-chain,0,0,,105496165,188000098,1000000000,0.537735239,162072,88807.5,2573766,0.66972118,3.73646629,-24.38078098,-93.23409053,121.0652337,220.2765522,
Lumiterra,games,NFT Gaming,"Play 2 Earn, Metaverse, DAO Tooling, Social",TRUE,TRUE,SNAPSHOT_OFFCHAIN,COMPANY_OWNED,SEMI_DECENTRALIZED,Game token(s) used for governance/economy; studio controls development and execution,"NFT, Metaverse, Social, Games, Play to Earn",LUA,REWARD,https://lumiterra.net/,,"arbitrum,ronin",0,0,0,0,0,0,0,161270,0.31,1753509,0,0,0,0,0,0,
Bridgers,defi,Bridge/Router,"Bridge, Analytics",TRUE,TRUE,TEAM_CONTROLLED,COMPANY_OWNED,SEMI_DECENTRALIZED,Cross-chain bridge UI/aggregator; relies on underlying bridge protocols but does not expose its own governance system; operational and UI control remain with the team.,"DeFi, research, analytics, platform, smart-contracts, dapp, ethereum-ecosystem, layer-2, base-ecosystem",-,,https://bridgers.xyz/,,"arbitrum,avalanche,base,blast,bnb-chain,celo,core,cronos,ethereum,fantom,linea,mantle,opbnb,optimism,polygon,solana,ton,tron,zksync-era",0,,,0,0,0,0,159921,1245060103,600899,,,,,,,1576065
HunnyPlay,gambling,NFT Gaming,"Casino, Farming, Play 2 Earn",TRUE,TRUE,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,Central operator is Alchemy Games; no DAO; traditional gaming model,"Farming, Casino",,,https://hunnyplay.io,,"arbitrum,avalanche,bnb-chain,ethereum,fantom,optimism,polygon,solana,tron",0,0,0,0,0,0,0,157050,278063.38,156766,0,0,0,0,0,0,
The Machines Arena,games,NFT Gaming,Play 2 Earn,TRUE,FALSE,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,Top-down shooter game by Directive Games; TMA token used for in-game economy and ecosystem incentives; no binding DAO or on-chain governance controlling game evolution.,Games,TMA,REWARD,https://www.themachinesarena.com,,ronin,0,0,0,0,0,0,0,150630,0,2016860,0,0,0,0,0,0,
Shadow Mysteries,games,NFT Gaming,"Play 2 Earn, Metaverse, Farming",TRUE,FALSE,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,"NFT/game-based mystery experience; no public governance framework, DAO, or token-based execution identified; centrally curated content and progression.","Farming, NFT, Metaverse, Games",,,https://t.me/shadow_mysteries_bot,,sei,0,0,0,0,0,0,0,139776,0,140281,0,0,0,0,0,0,
Alliance Games,games,NFT Gaming,"Play 2 Earn, DAO Tooling, Infrastructure",TRUE,TRUE,SNAPSHOT_OFFCHAIN,COMPANY_OWNED,SEMI_DECENTRALIZED,"Governance with token voting across infra, but execution by company","Games, Governance, Infrastructure, Gaming (GameFi), BNB Chain Ecosystem, Base Ecosystem, Binance Alpha Spotlight, gaming, chromia-ecosystem, play-to-earn, animoca-brands-portfolio, gaming-guild, spartan-group, bnb-chain-ecosystem, base-ecosystem, binance-alpha, binance-alpha-airdrops, binance-ecosystem",COA,REWARD,https://alliancegames.xyz/,,"bnb-chain,opbnb,polygon",0,0,,1614768,414716666,2000000000,0.00212431459,133859,9.9,522549,0.69923122,3.43781567,-12.40469006,-57.59886124,-39.78231322,-57.74483943,
FOMO Thursday,gambling,Casino,Casino,TRUE,FALSE,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,"Community-driven event/engagement concept rather than protocol; no governance token, DAO, or decentralized execution model documented.",Gambling,,,https://web3.bitget.com/en/fomo-thursdays,,bnb-chain,0,0,0,0,0,0,0,133570,0,391731,0,0,0,0,0,0,
MetaArena,games,NFT Gaming,"Play 2 Earn, Wallet",TRUE,FALSE,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,"Web3 gaming / metaverse-style project; no clear DAO, Snapshot voting, or on-chain governance surfaced; project direction appears studio-controlled.","NFT, DeFi, Games, gaming, bnb-chain-ecosystem, sei-ecosystem, binance-alpha, binance-alpha-airdrops, binance-ecosystem, Gaming (GameFi), BNB Chain Ecosystem, Binance Alpha Spotlight",,,https://metaarena.org/,,sei,0,0,,34697197,364350000,2100000000,0.09510934923,133412,0,420119,7.43962279,51.27495363,4.24015287,218.5863444,218.5863444,218.5863444,
Quizmatch,games,NFT Gaming,"Play 2 Earn, Social",TRUE,FALSE,TEAM_CONTROLLED,COMPANY_OWNED,DECENTRALIZED,"On-chain assets/txs, but no public DAO; transparency and immutaility of leaderboards","Pools, NFT, Social, Games, Play to Earn",,,https://play.quizmatch.games,,sei,0,0,0,0,0,0,0,130128,1.9,593978,0,0,0,0,0,0,
Token Tails,games,NFT marketplace,"Play 2 Earn, Marketplace",TRUE,TRUE,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,"Casual Web3/NFT-based game; no DAO, Snapshot voting, or governance token identified; content, progression, and updates are studio-controlled.","Art, NFT, Games, Play to Earn, Marketplaces",,,https://tokentails.com,,"skale-nebula,stellar",0,0,0,0,0,0,0,123938,0,2641481,0,0,0,0,0,0,
CZ RUNZ,games,NFT marketplace,"Play 2 Earn, Marketplace",TRUE,TRUE,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,Telegram runner game; no DAO disclosures; ops fully team-run,"Content Creation, NFT, Games, Play to Earn, Marketplaces",,,https://czrunz.com/,,"core,bnb-chain,matchain",0,0,0,0,0,0,0,119022,1156.58,192399,0,0,0,0,0,0,
marginfi,defi,Analytics,"Yield Optimizer, Staking, Analytics",TRUE,FALSE,DAO_WITH_TIMELOCK,DAO_OWNED,DECENTRALIZED,Solana lending protocol governed by marginfi DAO; MRG token enables binding on-chain governance with timelock-controlled execution over protocol parameters and treasury.,"Pools, Exchanges, Staking, Yield, DeFi, research, analytics, platform, smart-contracts, dapp, ethereum-ecosystem, layer-2, base-ecosystem",MRG,GOVERNANCE,https://app.marginfi.com/,,solana,21,,,0,0,0,0,116902,372649.53,487690,,,,,,,126087832.8
Layer3,social,Social Network,"Social, Identity, DAO Tooling",TRUE,TRUE,SNAPSHOT_OFFCHAIN,FOUNDATION_OWNED,SEMI_DECENTRALIZED,Layer3 Foundation sets governance; L3 used for parameter votes; foundation retains strong discretion,"Knowledge, Social, Marketing, BNB Chain Ecosystem, Solana Ecosystem, Polygon Ecosystem, Arbitrum Ecosystem, Ethereum Ecosystem, Decentralized Identifier (DID), Optimism Ecosystem, Quest-to-Earn, Made in USA",L3,UTILITY,https://layer3.xyz/,,"arbitrum,avalanche,base,blast,bnb-chain,celo,etherlink,immutablex,immutablezkevm,linea,lisk,mantle,optimism,polygon,solana,soneium,unichain,zetachain,zksync-era",0,0,,29075140,1014404127,10000000,0.01400039,115549,416123.01,836854,0,24.36292,0.01120311,2.43541479,178.3954039,420.0589376,
STON.fi,exchanges,DEX,"AMM DEX, Farming, Staking, Yield Optimizer",TRUE,FALSE,SNAPSHOT_OFFCHAIN,COMPANY_OWNED,SEMI_DECENTRALIZED,STON staking grants DAO voting power; team/multisig executes upgrades on TON,"Pools, Farming, Yield, DeFi",STON,UTILITY,https://ston.fi/,,ton,0,0,0,0,0,0,0,112242,1389127834,2521063,0,0,0,0,0,0,
Transit Swap,defi,NFT marketplace,Marketplace,TRUE,TRUE,TEAM_CONTROLLED,COMPANY_OWNED,SEMI_DECENTRALIZED,Cross-chain DEX/bridge aggregator; relies on underlying DeFi protocols but exposes no native DAO or token governance; routing and ops are operator-controlled.,"NFT, Exchanges, DeFi, Marketplaces",,,https://www.transit.finance,,"arbitrum,avalanche,bnb-chain,core,ethereum,fantom,kaia,optimism,polygon,solana,tron",0,0,0,0,0,0,0,110300,164661416.8,368738,0,0,0,0,0,0,
dexGO,games,DEX,"Play 2 Earn, Metaverse, AMM DEX",TRUE,TRUE,TEAM_CONTROLLED,COMPANY_OWNED,SEMI_DECENTRALIZED,"Trading/DEX interface aggregating on-chain liquidity; smart contracts are non-custodial, but product decisions and upgrades are centrally managed.","NFT, Move to Earn, Metaverse, Games, Play to Earn",,,https://dexgo.club/en,,"aurora,polygon,skale-nebula",0,0,0,0,0,0,0,106751,0,155370,0,0,0,0,0,0,
FlipBNB Coin,gambling,Casino,Casino,FALSE,FALSE,NONE,UNKNOWN,CENTRALIZED,"Meme-style token project; no dApp-level governance, DAO, or execution framework documented; appears token-centric without protocol governance.",Gambling,FLIPBNB,SPECULATIVE,https://cryptotradesignals.live/dicetime2,,bnb-chain,0,0,0,0,0,0,0,105220,0,305106,0,0,0,0,0,0,
Piratopia,games,NFT Gaming,Play 2 Earn,TRUE,FALSE,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,Telegram P2E/NFT game; no DAO process published; studio controls ops,"NFT, Move to Earn, Games",,,https://piratopia.xyz/,,sei,0,0,0,0,0,0,0,100648,3.17,1172006,0,0,0,0,0,0,
Helix,defi,DEX,"Perpetuals, AMM DEX",TRUE,FALSE,TEAM_CONTROLLED,COMPANY_OWNED,SEMI_DECENTRALIZED,"Helix DEX protocol is decentralized, but product ops and listings are team-run","Meme, Base Ecosystem, Base Meme",,,https://www.helixapp.com/,,injective,0,0,,33505,1000000000,1000000000,0.00003351,100105,2912286932,845858312,0,0,-13.78956,-43.84557,0,0,13020591
Rango Exchange,defi,DEX,"Aggregator, DAO Tooling",TRUE,TRUE,TEAM_CONTROLLED,COMPANY_OWNED,SEMI_DECENTRALIZED,Cross-chain aggregator; governance/token reportedly “upcoming”; today team controls ops,DeFi,,,https://app.rango.exchange,,"arbitrum,base,bnb-chain,aurora,ethereum,optimism,avalanche,linea,cronos,fantom,zksync-era,polygon",0,0,0,0,0,0,0,99389,297480190.1,195636,0,0,0,0,0,0,
Banana Gun,defi,Social Network,Social,TRUE,TRUE,SNAPSHOT_OFFCHAIN,COMPANY_OWNED,SEMI_DECENTRALIZED,Tokenholders vote on upgrades/allocations; bot infra and treasury execution by team,"DeFi, communications-social-media, ethereum-ecosystem, telegram-bot, binance-hodler-airdrops, binance-ecosystem, binance-listing, Ethereum Ecosystem, Telegram Apps, Binance HODLer Airdrops",BANANA,UTILITY,https://bananagun.io/,,"base,blast,ethereum",0,0,,29443254.53,4005338.658,8453073.495,7.552448544,98748,686880191.3,409148,2.99423388,5.35246004,-10.2891086,-38.20081317,-51.68610143,-64.10032544,0
